1,1
10000,2
18,3
0,4
20,5
2,6
10001,7
29,8
100,9
31,10
10002,11
32,12
17,13
34,14
6406,15
10003,16
39,17
40,18
6395,19
10004,20
27,21
3975,22
25,23
10005,24
43,25
6040,26
10006,27
10007,28
58,29
2589,30
10008,31
10009,32
68,33
70,34
6204,35
10010,36
10011,37
96,38
45,39
2539,40
51,41
10012,42
73,43
10,44
72,45
10013,46
99,47
10014,48
10015,49
112,50
113,51
6285,52
10016,53
115,54
116,55
6130,56
53,57
6136,58
30,59
91,60
227,61
84,62
234,63
47,64
6048,65
10017,66
125,67
200,68
121,69
6030,70
10018,71
10019,72
10020,73
151,74
10021,75
10022,76
10023,77
155,78
3620,79
102,80
5483,81
10024,82
158,83
159,84
10025,85
162,86
10026,87
164,88
165,89
10027,90
166,91
3895,92
10028,93
169,94
3468,95
171,96
10029,97
178,98
4173,99
10030,100
206,101
205,102
10031,103
221,104
10032,105
224,106
10033,107
182,108
3536,109
225,110
3534,111
10034,112
230,113
10035,114
237,115
10036,116
243,117
80,118
10037,119
261,120
262,121
195,122
10038,123
263,124
1900,125
264,126
249,127
250,128
527,129
10039,130
222,131
650,132
10040,133
278,134
22,135
268,136
119,137
238,138
3754,139
10041,140
3,141
4,142
12,143
10042,144
10043,145
288,146
3670,147
10044,148
74,149
6199,150
10045,151
295,152
10046,153
297,154
10047,155
299,156
6198,157
10048,158
10049,159
10050,160
10051,161
10052,162
337,163
282,164
10053,165
10054,166
341,167
54,168
10055,169
343,170
5527,171
10056,172
350,173
10057,174
356,175
150,176
10058,177
364,178
153,179
10059,180
358,181
5247,182
357,183
6141,184
49,185
10060,186
379,187
380,188
3110,189
10061,190
400,191
6238,192
402,193
10062,194
6202,195
76,196
10063,197
410,198
384,199
390,200
6418,201
6205,202
382,203
3111,204
3201,205
388,206
6416,207
338,208
6239,209
386,210
10064,211
443,212
6386,213
445,214
65,215
403,216
446,217
78,218
6128,219
118,220
10065,221
127,222
90,223
10066,224
114,225
351,226
5258,227
10067,228
6039,229
324,230
10068,231
483,232
10069,233
190,234
85,235
10070,236
496,237
10071,238
497,239
6275,240
499,241
5965,242
5,243
505,244
275,245
354,246
5253,247
10072,248
355,249
3331,250
10073,251
535,252
5947,253
537,254
5955,255
353,256
6049,257
550,258
360,259
1568,260
6135,261
2502,262
42,263
6274,264
504,265
312,266
10074,267
595,268
596,269
6383,270
600,271
601,272
603,273
604,274
3124,275
66,276
539,277
60,278
542,279
372,280
52,281
6022,282
1118,283
110,284
3430,285
172,286
3500,287
10075,288
654,289
3466,290
503,291
94,292
501,293
5974,294
3125,295
602,296
3121,297
5966,298
546,299
547,300
10076,301
679,302
9,303
544,304
6269,305
10077,306
540,307
6267,308
548,309
189,310
10078,311
92,312
300,313
10079,314
713,315
4932,316
715,317
10080,318
450,319
160,320
10081,321
722,322
723,323
4905,324
10082,325
727,326
4450,327
10083,328
730,329
731,330
5067,331
10084,332
10085,333
737,334
3699,335
10086,336
740,337
741,338
10087,339
751,340
744,341
79,342
745,343
10088,344
759,345
303,346
6234,347
10089,348
760,349
36,350
762,351
3566,352
146,353
5365,354
5254,355
255,356
10090,357
5484,358
5257,359
10091,360
784,361
5567,362
786,363
10092,364
787,365
6014,366
789,367
10093,368
801,369
792,370
6147,371
791,372
10094,373
810,374
10095,375
24,376
10096,377
10097,378
816,379
10098,380
10099,381
301,382
302,383
10100,384
