0.0,19
2.0,21
10.0,23
1.0,26
3975.0,28
100.0,30
17.0,33
6406.0,35
15.0,38
6395.0,41
6040.0,44
1900.0,46
6048.0,48
20.0,50
200.0,52
6136.0,54
272.0,55
72.0,56
2589.0,57
6109.0,60
6113.0,62
275.0,65
150.0,67
25.0,69
6204.0,71
6201.0,75
1.01,78
40.0,83
2591.0,86
7.47,88
2541.0,92
2551.0,94
2537.0,95
2539.0,97
30.0,98
3569.0,101
5483.0,103
5484.0,104
50.0,105
2529.0,106
7.2,107
2469.0,108
2479.0,109
2478.0,110
21.0,111
6285.0,114
6130.0,117
6022.0,120
6030.0,122
6070.0,124
270.0,126
90.0,128
1191.0,129
70.0,130
1890.0,131
3.0,132
85.0,133
4.0,134
227.0,135
0.49,136
35.0,137
0.5,138
237.0,139
234.0,140
32.0,141
5.0,142
0.4,143
192.0,144
202.0,145
5365.0,147
1.18,148
6199.0,149
6128.0,150
3620.0,156
12.0,161
3895.0,167
3468.0,170
3470.0,175
29.0,177
4173.0,179
356.0,181
3536.0,183
126.0,185
60.0,188
123.0,191
580.0,195
1200.0,196
125.0,197
65.0,198
1.4,199
2.2,200
195.0,201
1880.0,202
207.0,203
1989.0,204
2.4,205
205.0,207
124.0,209
53.0,210
260.0,211
2475.0,212
2938.0,213
303.0,214
43.0,215
3.1,216
3010.0,217
312.0,218
9.0,219
3.2,220
624.0,223
3534.0,226
132.0,228
3760.0,232
329.0,234
5227.0,236
3753.0,239
96.0,240
5225.0,242
80.0,244
8.0,246
527.0,251
3091.0,253
700.0,255
67.0,256
75.0,257
140.0,258
1300.0,259
1800.0,260
119.0,269
3793.0,271
2400.0,272
55.0,273
325.0,274
3009.0,275
650.0,276
22.0,279
3754.0,283
216.0,284
3670.0,289
45.0,291
6205.0,292
61.0,293
16.0,294
6198.0,300
6234.0,304
5984.0,306
549.0,308
5990.0,310
6142.0,313
6144.0,317
5994.0,320
135.0,321
0.8,322
1345.0,323
1449.0,324
0.1,325
147.0,326
1943.0,327
5983.0,328
48.0,329
2438.0,330
245.0,331
2749.0,332
0.3,333
7.0,334
282.0,335
2810.0,336
500.0,340
54.0,342
5527.0,344
5541.0,346
5529.0,349
5257.0,352
5253.0,355
5247.0,359
1425.0,361
313.0,362
2964.0,363
6039.0,365
6141.0,366
295.0,367
23.0,368
523.0,369
87.0,370
1321.0,371
2077.0,372
220.0,373
2861.0,374
84.0,375
304.0,376
3108.0,377
333.0,378
3110.76,381
3110.74,383
0.02,387
6416.0,389
6418.0,391
3110.84,392
0.08,393
3110.9,394
0.06,395
3111.0,396
3111.05,397
0.05,398
3111.1,399
6238.0,401
3111.2,404
3111.09,405
0.11,406
3111.25,407
6202.0,408
1.02,409
3111.15,411
3111.34,412
0.09,413
3111.37,414
0.03,415
3111.3,416
0.07,417
3111.54,418
0.17,419
3201.0,420
343.0,421
3230.94,422
346.0,423
3231.74,424
3239.54,425
347.0,426
3244.0,427
348.0,428
350.0,429
3267.0,430
355.0,431
3315.16,432
0.2,433
188.0,434
6075.0,435
241.0,436
338.0,437
3173.6,438
3261.0,439
3261.5,440
6239.0,441
3262.0,442
6386.0,444
76.0,447
78.0,448
6385.0,449
376.0,450
846.0,451
0.6,452
1598.0,453
170.0,454
1.6,455
210.0,456
1974.0,457
263.0,458
2485.0,459
114.0,460
5258.0,461
294.0,462
2775.0,463
2.8,464
323.0,465
3049.0,466
3265.0,467
345.0,468
6021.0,469
276.0,470
380.0,471
3724.0,472
553.0,473
1339.0,474
130.0,475
2257.0,476
230.0,477
300.0,478
3000.81,479
3247.0,480
24.0,481
324.0,482
1002.0,484
0.7,485
2010.0,486
2.7,487
2745.0,488
2785.0,489
279.0,490
3.3,491
3331.0,492
334.0,493
190.0,494
890.0,495
6275.0,498
5965.0,500
5974.0,502
520.0,506
110.0,507
56.0,508
1085.0,509
5966.0,510
209.0,511
2025.0,512
1840.0,513
81.0,514
750.0,515
225.0,516
2125.0,517
2670.0,518
349.0,519
64.0,520
3282.0,521
351.0,522
3301.0,523
3331.84,524
3331.86,525
3331.93,526
