1269,10000
1287,10001
1654,10002
1651,10003
1349,10004
1541,10005
1396,10006
1400,10007
1398,10008
1306,10009
1401,10010
1565,10011
1316,10012
333,10013
1397,10014
1462,10015
1540,10016
1309,10017
1348,10018
1446,10019
1649,10020
1493,10021
1288,10022
351,10023
105,10024
1111,10025
1110,10026
1003,10027
107,10028
113,10029
100,10030
18,10031
372,10032
111,10033
310,10034
311,10035
114,10036
101,10037
110,10038
17,10039
109,10040
1112,10041
1272,10042
362,10043
1321,10044
1293,10045
1295,10046
1559,10047
1325,10048
1447,10049
1448,10050
1538,10051
1278,10052
1334,10053
1338,10054
1329,10055
1281,10056
1280,10057
1399,10058
1417,10059
1657,10060
1006,10061
1311,10062
1660,10063
1647,10064
1418,10065
1492,10066
1395,10067
1640,10068
1467,10069
1642,10070
1537,10071
1317,10072
1536,10073
1645,10074
323,10075
1094,10076
1419,10077
1420,10078
1181,10079
1130,10080
1179,10081
1134,10082
1196,10083
1173,10084
367,10085
1554,10086
1641,10087
1631,10088
1656,10089
1370,10090
1330,10091
1539,10092
331,10093
1331,10094
1271,10095
1310,10096
1301,10097
1303,10098
1304,10099
1354,10100
1562,10101
1333,10102
1535,10103
1561,10104
1449,10105
1445,10106
1635,10107
1342,10108
1296,10109
1294,10110
1305,10111
1302,10112
87,10113
46,10114
257,10115
1117,10116
115,10117
103,10118
176,10119
70,10120
71,10121
1371,10122
1373,10123
1277,10124
1122,10125
1121,10126
1123,10127
1124,10128
1125,10129
1126,10130
1128,10131
1129,10132
1289,10133
1291,10134
370,10135
1624,10136
1414,10137
334,10138
1416,10139
1643,10140
1415,10141
1402,10142
327,10143
353,10144
1355,10145
1374,10146
1453,10147
1431,10148
1528,10149
1732,10150
1356,10151
1555,10152
1359,10153
1455,10154
1496,10155
1389,10156
1392,10157
1387,10158
1408,10159
1506,10160
1315,10161
358,10162
359,10163
1358,10164
347,10165
1634,10166
1357,10167
1347,10168
1410,10169
1318,10170
1648,10171
1360,10172
1411,10173
1413,10174
365,10175
132,10176
1113,10177
136,10178
135,10179
276,10180
1104,10181
278,10182
157,10183
256,10184
269,10185
307,10186
335,10187
308,10188
377,10189
1108,10190
187,10191
151,10192
250,10193
267,10194
1115,10195
262,10196
263,10197
376,10198
301,10199
319,10200
273,10201
169,10202
274,10203
320,10204
247,10205
315,10206
208,10207
170,10208
173,10209
175,10210
191,10211
182,10212
275,10213
159,10214
375,10215
1633,10216
1361,10217
1636,10218
1646,10219
1628,10220
1292,10221
1001,10222
1457,10223
1627,10224
1378,10225
381,10226
268,10227
1081,10228
1659,10229
363,10230
56,10231
1103,10232
259,10233
94,10234
1114,10235
171,10236
214,10237
306,10238
865,10239
312,10240
226,10241
225,10242
158,10243
324,10244
141,10245
188,10246
152,10247
1308,10248
1463,10249
366,10250
45,10251
291,10252
230,10253
1386,10254
1388,10255
1556,10256
348,10257
1072,10258
21,10259
47,10260
53,10261
20,10262
212,10263
295,10264
258,10265
248,10266
317,10267
220,10268
294,10269
318,10270
240,10271
304,10272
221,10273
252,10274
74,10275
60,10276
